name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Ryan LaFlare,14,3,185.42,77.11,187.96,Southpaw,41,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2
Yoislandy Izquierdo,10,4,180.34,70.31,None,Southpaw,41,2.93,0.52,1.4,0.26,0.0,0.0,0.5,0.0
Omar Morales,11,4,180.34,70.31,185.42,Orthodox,39,3.42,0.4,3.18,0.58,0.46,1.0,0.63,0.0
Sodiq Yusuff,13,4,175.26,65.77,180.34,Orthodox,31,5.66,0.49,4.51,0.53,0.28,0.2,0.62,0.4
Erick Montano,7,5,182.88,77.11,185.42,Orthodox,39,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0
Per Eklund,14,5,177.8,70.31,182.88,Orthodox,None,2.07,0.61,2.38,0.67,2.07,0.11,0.5,3.6
Conor McGregor,22,6,175.26,70.31,187.96,Southpaw,36,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1
Joey Gilbert,2,3,180.34,70.31,None,Orthodox,48,0.61,0.42,4.44,0.31,0.0,0.0,0.0,0.0
David Kaplan,3,4,170.18,70.31,None,Orthodox,45,2.88,0.46,4.32,0.67,4.88,0.43,0.0,0.7
Alexander Hernandez,16,8,175.26,70.31,182.88,Orthodox,32,4.38,0.4,4.62,0.57,1.24,0.36,0.71,0.1
Augusto Montano,15,3,185.42,77.11,185.42,Orthodox,40,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0
Charalampos Grigoriou,8,5,170.18,61.23,170.18,Orthodox,32,2.62,0.48,3.97,0.46,2.62,0.8,0.9,0.0
Eddie Alvarez,29,6,175.26,70.31,175.26,Orthodox,41,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5
Eddie Ruiz,1,1,170.18,70.31,None,Orthodox,57,0.2,0.25,1.4,0.47,2.0,0.12,0.0,0.0
Anthony Perosh,15,10,190.5,92.99,190.5,Orthodox,52,2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1
Dustin Neace,25,21,175.26,65.77,175.26,,38,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7
Gilbert Yvel,39,16,187.96,102.06,195.58,Orthodox,48,1.05,0.47,1.78,0.5,0.0,0.0,0.25,1.0
Leigh Remedios,18,10,170.18,70.31,None,Orthodox,49,0.75,0.41,1.36,0.68,0.0,0.0,0.33,0.0
Valerie Letourneau,8,6,170.18,52.16,172.72,Orthodox,41,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3
Paul Creighton,3,1,167.64,70.31,None,Southpaw,54,0.72,0.75,4.65,0.3,5.37,0.37,0.0,0.0
Arnold Allen,20,3,172.72,65.77,177.8,Southpaw,31,3.45,0.41,2.88,0.61,0.93,0.47,0.75,0.3
Carlos Hernandez,10,4,172.72,56.7,170.18,Orthodox,31,3.9,0.45,3.43,0.5,1.6,0.21,0.67,0.2
Nohelin Hernandez,9,4,177.8,61.23,180.34,Orthodox,31,1.32,0.34,2.63,0.52,0.71,0.5,0.37,0.0
Curtis Blaydes,18,5,193.04,120.2,203.2,Orthodox,34,3.54,0.5,1.91,0.58,5.69,0.53,0.31,0.0
Gabriel Miranda,17,7,180.34,65.77,180.34,Orthodox,35,2.82,0.4,5.3,0.37,3.85,0.33,0.0,1.3
Hunter Azure,9,2,172.72,65.77,175.26,Orthodox,33,3.92,0.53,2.08,0.58,1.97,0.34,0.67,1.3
Jose Delgado,9,1,180.34,65.77,185.42,Switch,26,6.5,0.46,3.52,0.56,4.8,0.75,0.66,0.0
Daniel Cormier,22,3,180.34,106.59,182.88,Orthodox,46,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4
Filip Pejic,12,2,172.72,61.23,None,Orthodox,32,0.0,0.0,0.88,0.33,0.0,0.0,0.0,0.0
Francisco Prado,12,3,177.8,77.11,175.26,Orthodox,22,4.38,0.41,5.32,0.55,0.31,0.09,0.25,0.3
CB Dollaway,17,9,187.96,83.91,193.04,Orthodox,41,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2
Said Nurmagomedov,18,4,172.72,61.23,177.8,Orthodox,32,3.38,0.47,2.25,0.56,1.01,0.15,0.62,1.2
Benardo Sopaj,12,3,167.64,61.23,167.64,Orthodox,24,4.24,0.56,4.88,0.49,2.53,0.71,0.76,0.0
Amanda Lemos,15,4,162.56,52.16,165.1,Southpaw,37,2.89,0.54,3.46,0.44,1.14,0.62,0.59,0.7
Rashad Evans,19,8,182.88,92.99,190.5,Orthodox,45,2.14,0.37,2.42,0.63,2.98,0.44,0.73,0.0
Anthony Smith,38,21,193.04,92.99,193.04,Orthodox,36,3.2,0.49,4.88,0.45,0.44,0.23,0.5,0.6
Aleksandra Albu,3,2,157.48,52.16,160.02,Orthodox,34,4.83,0.47,5.56,0.38,2.27,0.5,0.77,0.4
Carlos Felipe,11,2,182.88,111.13,190.5,Orthodox,30,4.88,0.45,5.6,0.5,0.0,0.0,0.72,0.0
Mostapha Al-Turk,6,6,187.96,111.13,195.58,Orthodox,51,1.36,0.19,3.61,0.53,0.0,0.0,0.0,0.0
Brandon Melendez,25,25,180.34,70.31,None,Southpaw,42,0.84,0.26,0.56,0.63,0.0,0.0,0.25,0.0
Dan Argueta,9,3,170.18,61.23,172.72,Southpaw,31,2.48,0.43,3.44,0.5,4.36,0.35,0.55,1.4
Jared Gooden,23,10,182.88,77.11,195.58,Orthodox,31,4.4,0.48,6.74,0.45,0.91,0.45,0.65,0.4
Roberto Traven,6,4,190.5,102.97,None,Orthodox,56,0.92,0.5,2.77,0.57,0.0,0.0,0.0,0.0
Motonobu Tezuka,28,12,170.18,61.23,None,Southpaw,37,0.87,0.23,2.8,0.51,1.5,0.11,0.0,0.5
Aisling Daly,16,6,157.48,52.16,162.56,Orthodox,37,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9
Rodrigo Damm,13,9,170.18,70.31,180.34,Orthodox,45,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3
Clayton Carpenter,8,1,167.64,56.7,167.64,Orthodox,28,3.91,0.55,2.75,0.55,2.23,0.46,0.42,1.5
Michal Figlak,8,2,177.8,70.31,177.8,Orthodox,28,4.0,0.39,4.93,0.52,0.5,0.12,0.57,0.0
Boston Salmon,6,3,175.26,61.23,175.26,Southpaw,34,4.13,0.37,7.75,0.59,0.0,0.0,1.0,0.0
Joseph Sandoval,7,7,170.18,61.23,None,Southpaw,38,1.82,0.42,12.12,0.6,0.0,0.0,0.0,0.0
Daniel Santos,12,2,170.18,61.23,170.18,Orthodox,30,4.26,0.37,5.12,0.5,1.9,0.5,0.73,0.0
Mike Ricci,11,5,182.88,70.31,193.04,Southpaw,39,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0
Matt Mitrione,12,5,190.5,120.2,208.28,Switch,46,3.55,0.5,2.79,0.64,0.0,0.0,0.55,0.7
Claudio Ribeiro,11,5,185.42,83.91,195.58,Orthodox,32,3.59,0.51,4.9,0.3,0.56,0.5,0.66,0.0
Jon Hess,1,1,200.66,133.81,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Glover Teixeira,33,9,187.96,92.99,193.04,Orthodox,45,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9
Romie Aram,7,1,177.8,77.11,None,Orthodox,47,1.8,0.35,2.83,0.5,2.5,0.62,0.83,0.0
Maxim Grishin,32,10,190.5,92.99,198.12,Orthodox,40,3.26,0.52,2.27,0.58,0.21,0.16,0.66,0.0
Martin Day,8,6,177.8,65.77,185.42,Orthodox,36,3.97,0.45,3.79,0.53,0.72,0.6,0.65,0.5
Cyrille Diabate,19,10,198.12,92.99,205.74,Southpaw,51,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2
Darren Till,18,5,182.88,83.91,187.96,Southpaw,32,2.3,0.46,3.31,0.56,0.55,0.46,0.69,0.0
Zach Makovsky,20,8,162.56,56.7,162.56,Southpaw,41,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3
Akira Corassani,12,6,172.72,65.77,172.72,Orthodox,42,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0
Justin Martin,4,3,182.88,83.91,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Wiman,16,10,177.8,70.31,172.72,Orthodox,41,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5
Michael McDonald,17,4,175.26,61.23,177.8,Orthodox,34,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4
Rob Font,22,8,172.72,61.23,180.34,Orthodox,37,5.49,0.46,3.67,0.57,0.79,0.34,0.42,0.4
Jon Olav Einemo,6,3,198.12,114.76,None,Orthodox,49,2.15,0.52,3.05,0.52,1.73,0.55,0.43,0.0
Quinn Mulhern,18,4,190.5,70.31,None,Orthodox,40,1.48,0.28,2.09,0.51,1.36,0.2,0.33,0.0
Sergey Khandozhko,28,6,185.42,77.11,187.96,Orthodox,32,3.41,0.41,2.37,0.6,0.76,0.28,0.61,0.0
Joe Pyfer,13,3,187.96,83.91,190.5,Orthodox,28,3.72,0.41,3.48,0.51,1.45,0.41,0.5,0.9
Frank Hamaker,1,0,187.96,83.91,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Koji Oishi,25,10,172.72,77.11,None,Orthodox,47,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0
Dong Hyun Kim,22,4,187.96,77.11,193.04,Southpaw,43,2.12,0.49,1.89,0.58,2.93,0.43,0.71,0.6
Jerome Rivera,10,6,177.8,56.7,182.88,Southpaw,29,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0
Juan Manuel Puig,11,4,175.26,65.77,None,Orthodox,35,4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0
Tor Troeng,16,7,187.96,83.91,None,Orthodox,42,1.16,0.46,3.26,0.32,0.62,0.07,0.66,0.3
King Green,32,17,177.8,70.31,180.34,Orthodox,38,6.4,0.52,3.72,0.62,1.22,0.39,0.74,0.3
Kelly Dullanty,4,2,172.72,70.31,None,Orthodox,47,0.0,0.0,0.67,0.75,0.0,0.0,0.66,0.0
Dennis Hallman,53,20,175.26,70.31,182.88,Orthodox,49,1.12,0.44,1.96,0.43,1.79,0.3,0.25,2.1
Christian Morecraft,8,3,198.12,117.93,205.74,Orthodox,38,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2
Charlie Campbell,9,2,182.88,70.31,182.88,Orthodox,29,5.55,0.54,3.73,0.55,2.95,0.4,0.71,0.0
Joachim Christensen,14,6,190.5,92.99,193.04,Orthodox,46,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0
Jairzinho Rozenstruik,15,6,187.96,109.77,198.12,Orthodox,37,3.48,0.48,2.63,0.52,0.0,0.0,0.72,0.0
Chris Daukaus,12,7,190.5,92.99,193.04,Orthodox,35,6.05,0.5,4.64,0.55,0.0,0.0,1.0,0.0
Rameau Thierry Sokoudjou,18,18,177.8,92.99,198.12,Orthodox,40,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9
Sam Alvey,33,18,187.96,83.91,190.5,Southpaw,38,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1
Marcos Rogerio de Lima,22,10,185.42,114.76,190.5,Orthodox,39,3.7,0.57,2.9,0.51,1.4,0.45,0.59,0.5
Mallory Martin,7,5,162.56,52.16,160.02,Orthodox,31,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3
Anton Turkalj,8,4,193.04,92.99,198.12,Orthodox,28,2.45,0.42,3.42,0.54,4.98,0.41,0.16,0.0
Reinier de Ridder,19,2,193.04,83.91,198.12,Southpaw,34,3.28,0.57,2.69,0.38,6.89,0.46,1.0,2.0
Tuco Tokkos,10,5,193.04,92.99,193.04,Orthodox,34,2.51,0.38,4.99,0.48,2.65,0.4,0.33,0.0
Ryan Jimmo,19,5,185.42,92.99,185.42,Orthodox,43,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0
Joao Zeferino,21,9,180.34,77.11,None,Orthodox,39,0.83,0.36,2.6,0.48,0.5,0.05,0.5,1.0
Johnny Case,22,6,177.8,70.31,182.88,Orthodox,35,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2
Andre Soukhamthath,13,8,175.26,61.23,177.8,Orthodox,36,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2
Erik Silva,9,3,175.26,65.77,180.34,Orthodox,38,2.07,0.7,1.57,0.4,3.76,0.8,0.62,0.0
Magomed Ankalaev,21,1,190.5,92.99,190.5,Orthodox,32,3.66,0.52,2.46,0.57,0.8,0.22,0.87,0.0
Ryan MacDonald,10,2,180.34,61.23,180.34,Switch,32,2.28,0.29,6.49,0.45,0.0,0.0,0.0,0.0
Steve Byrnes,6,1,182.88,77.11,None,Orthodox,None,1.2,0.51,2.67,0.27,3.0,0.6,0.0,4.0
Justin James,13,7,177.8,70.31,None,Orthodox,48,1.34,0.36,2.68,0.5,0.0,0.0,0.5,1.6
Renan Barao,34,9,167.64,65.77,177.8,Orthodox,38,3.78,0.36,3.9,0.57,1.49,0.41,0.91,0.5
Kevin Croom,21,15,180.34,61.23,185.42,Orthodox,37,2.65,0.34,3.1,0.41,0.48,0.05,0.3,0.5
Dennis Siver,23,11,167.64,65.77,177.8,Orthodox,46,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3
Xavier Foupa-Pokam,32,22,185.42,83.91,None,Open Stance,42,1.47,0.43,2.5,0.49,0.0,0.0,0.16,0.0
Kristof Midoux,6,10,185.42,99.79,None,Orthodox,50,0.7,0.43,2.89,0.49,0.0,0.0,0.0,0.0
Shane Burgos,15,3,180.34,65.77,190.5,Orthodox,34,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4
Khalil Rountree Jr.,14,6,185.42,92.99,193.04,Southpaw,35,3.73,0.38,4.51,0.48,0.0,0.0,0.58,0.1
Josh Sampo,11,5,162.56,56.7,162.56,Orthodox,40,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1
Michael McBride,8,3,185.42,70.31,None,Orthodox,39,4.08,0.48,5.85,0.4,1.85,0.42,0.3,1.2
SeungGuk Choi,7,3,167.64,56.7,162.56,Orthodox,28,2.69,0.42,2.69,0.65,1.02,0.27,0.74,0.0
Cole Miller,21,11,185.42,65.77,185.42,Orthodox,40,3.0,0.33,3.88,0.59,0.6,0.36,0.38,1.8
Ross Pearson,20,16,172.72,70.31,175.26,Orthodox,40,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0.0
Matt Bessette,22,9,177.8,65.77,177.8,Orthodox,40,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
Joshua Van,13,2,165.1,56.7,165.1,Orthodox,23,8.1,0.54,5.24,0.6,1.11,0.63,0.8,0.0
Aaron Phillips,12,5,175.26,61.23,180.34,Southpaw,35,1.51,0.53,3.66,0.43,0.86,0.5,0.44,0.6
Phillip Miller,16,0,180.34,83.91,None,Orthodox,46,1.61,0.54,1.93,0.5,3.62,0.25,1.0,0.6
Stefan Sekulic,12,4,182.88,77.11,190.5,Southpaw,33,1.83,0.5,2.83,0.64,2.0,0.33,0.25,0.5
Steve Judson,0,2,180.34,104.33,None,Orthodox,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Kattar,23,9,180.34,65.77,182.88,Orthodox,37,4.6,0.38,6.62,0.53,0.36,0.29,0.77,0.1
Marvin Vettori,19,8,182.88,83.91,187.96,Southpaw,31,4.54,0.46,4.37,0.56,1.51,0.45,0.69,0.4
Bruno Silva,14,6,162.56,56.7,165.1,Orthodox,35,3.54,0.49,4.08,0.52,1.92,0.25,0.6,0.2
Jamey-Lyn Horth,7,2,170.18,56.7,167.64,Orthodox,34,2.72,0.51,2.58,0.6,1.0,0.36,0.72,0.2
Carlo Pedersoli Jr.,11,3,180.34,77.11,190.5,Southpaw,31,4.17,0.37,4.12,0.61,2.91,0.44,0.0,0.0
Jimy Hettes,11,3,175.26,65.77,180.34,Southpaw,37,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4
Grant Dawson,23,2,177.8,70.31,182.88,Switch,31,3.2,0.52,2.11,0.44,3.87,0.4,0.57,1.1
Youssef Zalal,17,5,177.8,65.77,182.88,Switch,28,3.07,0.5,1.8,0.66,2.09,0.3,0.59,1.3
Ramsey Nijem,9,6,180.34,70.31,190.5,Orthodox,36,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
Homer Moore,26,9,177.8,92.99,None,Orthodox,53,0.68,0.5,0.68,0.0,5.07,0.66,0.0,0.0
Andre Winner,21,11,180.34,70.31,185.42,Orthodox,43,2.52,0.33,4.57,0.51,0.0,0.0,0.74,0.0
Cristiane Justino,21,2,172.72,65.77,172.72,Orthodox,39,7.28,0.52,2.25,0.64,0.66,0.55,0.94,0.4
Daria Zhelezniakova,9,2,175.26,61.23,172.72,Orthodox,29,3.29,0.38,1.7,0.79,0.8,1.0,0.5,0.0
Nate Mohr,9,7,175.26,70.31,182.88,Orthodox,42,3.79,0.41,2.5,0.74,0.45,0.5,0.71,0.0
Pedro Rizzo,20,11,185.42,109.32,None,Orthodox,50,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0
Ange Loosa,10,4,177.8,77.11,187.96,Orthodox,32,5.6,0.44,6.68,0.53,2.41,0.38,0.83,0.2
Antonio Banuelos,20,11,165.1,61.23,160.02,Orthodox,45,2.69,0.33,3.15,0.58,1.62,0.62,0.86,0.4
Daniel Barez,17,7,167.64,56.7,167.64,Orthodox,36,3.65,0.49,5.95,0.5,1.93,0.28,0.8,0.6
Danillo Villefort,15,5,185.42,83.91,None,Orthodox,41,2.86,0.37,2.4,0.68,1.71,0.66,0.33,1.7
Brad Kohler,12,15,175.26,99.79,None,Orthodox,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Garcia,15,6,175.26,77.11,182.88,Orthodox,37,1.81,0.31,3.03,0.59,3.72,0.52,0.66,0.1
Cesar Marscucci,3,2,175.26,77.11,None,,None,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody East,12,3,190.5,111.13,None,Orthodox,36,4.15,0.43,7.32,0.4,3.97,1.0,0.16,0.0
Maria Oliveira,13,7,167.64,52.16,175.26,Orthodox,28,5.03,0.38,5.76,0.44,0.95,0.44,0.47,0.0
Vaughan Lee,14,13,167.64,56.7,167.64,Orthodox,42,3.47,0.47,2.07,0.7,0.81,0.33,0.72,1.0
Hermes Franca,24,17,167.64,70.31,180.34,Orthodox,50,1.78,0.39,2.85,0.55,1.53,0.36,0.37,2.4
Brendon Marotte,8,3,175.26,65.77,177.8,Orthodox,29,0.41,0.5,5.7,0.28,0.0,0.0,0.0,0.0
Alex Soto,8,3,172.72,61.23,None,Southpaw,41,2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0
Val Woodburn,7,2,172.72,77.11,187.96,Orthodox,31,1.6,0.35,4.93,0.36,1.92,1.0,0.5,0.0
Lucie Pudilova,14,10,172.72,56.7,170.18,Orthodox,30,3.6,0.37,4.07,0.5,0.7,0.31,0.67,0.6
Josh Rafferty,9,8,182.88,77.11,None,Orthodox,44,0.6,0.33,3.6,0.5,0.0,0.0,0.0,9.0
Parker Porter,14,9,182.88,120.2,190.5,Orthodox,39,6.55,0.5,6.32,0.51,1.35,0.26,0.66,0.5
George Sullivan,17,7,182.88,77.11,185.42,Orthodox,44,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7
John Maguire,24,9,175.26,70.31,175.26,Southpaw,41,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1
Shayilan Nuerdanbieke,39,12,172.72,65.77,175.26,Orthodox,30,1.95,0.45,2.64,0.5,3.3,0.35,0.28,0.2
Mats Nilsson,11,4,185.42,77.11,None,Orthodox,41,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3
Darian Weeks,5,3,180.34,77.11,182.88,Orthodox,31,4.49,0.51,4.56,0.51,2.0,0.3,1.0,0.0
Michal Oleksiejczuk,19,9,182.88,83.91,187.96,Southpaw,30,5.08,0.5,4.61,0.58,1.08,0.43,0.48,0.0
Flavio Luiz Moura,19,7,180.34,83.01,None,Open Stance,None,0.67,0.16,0.0,0.0,0.0,0.0,0.0,0.0
Asu Almabayev,21,3,162.56,56.7,165.1,Orthodox,31,2.32,0.54,1.76,0.53,4.13,0.42,0.66,1.4
Anthony Hamilton,15,9,195.58,117.93,193.04,Orthodox,44,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0
Carlston Harris,19,7,182.88,77.11,193.04,Orthodox,37,3.79,0.43,3.46,0.54,1.46,0.22,0.55,0.6
Victor Rodriguez,7,4,165.1,56.7,170.18,Switch,32,1.59,0.37,6.11,0.5,0.0,0.0,0.0,0.0
Roman Mitichyan,8,3,177.8,77.11,None,Orthodox,46,0.26,0.16,2.7,0.43,1.93,1.0,0.25,1.9
Cortney Casey,10,10,170.18,56.7,170.18,Orthodox,37,4.29,0.39,4.0,0.55,0.39,0.31,0.39,0.5
Beneil Dariush,22,6,177.8,70.31,182.88,Southpaw,35,3.78,0.48,2.65,0.57,1.9,0.34,0.8,0.9
Ron Stallings,14,8,187.96,77.11,190.5,Southpaw,42,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0
Jin Soo Son,9,4,167.64,61.23,175.26,Orthodox,31,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0
John Phillips,22,11,180.34,83.91,190.5,Southpaw,39,1.72,0.34,4.03,0.49,0.0,0.0,0.07,0.0
Rich Clementi,45,23,175.26,70.31,182.88,Southpaw,48,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1
Justin Eilers,19,7,185.42,106.59,None,Orthodox,46,2.86,0.43,5.66,0.49,0.82,0.25,0.5,0.0
Ketlen Vieira,14,4,172.72,61.23,172.72,Orthodox,33,2.92,0.41,3.9,0.51,1.39,0.44,0.88,0.6
Chris Holdsworth,6,0,180.34,61.23,None,,37,1.85,0.29,1.94,0.58,3.38,0.62,1.0,2.0
Jason Reinhardt,20,3,167.64,61.23,None,Orthodox,55,0.51,0.4,4.07,0.43,1.91,0.12,0.5,0.0
Pedro Munhoz,20,10,167.64,61.23,165.1,Orthodox,38,5.38,0.41,6.29,0.55,0.48,0.16,0.82,0.5
Brian Gassaway,29,20,185.42,77.11,None,Orthodox,52,0.34,0.26,3.65,0.44,0.0,0.0,0.42,0.0
Yuki Sasaki,25,22,187.96,83.91,None,Orthodox,48,1.09,0.43,1.2,0.57,0.43,1.0,0.66,0.0
Alan Jouban,17,7,182.88,77.11,185.42,Southpaw,43,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3
Jose Aldo,32,9,170.18,61.23,177.8,Orthodox,38,3.62,0.46,3.72,0.6,0.49,0.53,0.92,0.1
Andre Gusmao,6,3,182.88,92.99,None,Orthodox,47,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0
Rafael Cavalcante,12,7,185.42,92.99,187.96,Orthodox,44,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1
Darren Stewart,12,8,182.88,92.99,187.96,Orthodox,34,3.05,0.45,3.29,0.48,1.75,0.45,0.67,0.1
James Llontop,14,5,182.88,70.31,185.42,Orthodox,25,5.57,0.41,4.12,0.57,0.0,0.0,0.54,0.0
Mohammad Yahya,12,5,175.26,70.31,185.42,Switch,30,2.38,0.42,4.96,0.38,0.76,1.0,0.42,0.8
Jason Novelli,11,3,182.88,70.31,None,Orthodox,45,1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0
Fredson Paixao,10,5,167.64,65.77,167.64,Orthodox,45,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2
Emily Ducote,13,9,157.48,52.16,160.02,Orthodox,31,7.45,0.52,7.84,0.57,0.2,0.14,0.94,0.0
Dustin Kimura,11,3,170.18,61.23,180.34,Orthodox,35,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2
Matt Lucas,15,3,185.42,92.99,None,,None,1.27,0.48,3.93,0.4,1.0,0.1,0.0,0.0
Lucas Alexander,8,5,180.34,65.77,185.42,Orthodox,29,4.69,0.57,2.87,0.56,0.0,0.0,0.6,0.0
Chad Anheliger,13,8,167.64,61.23,162.56,Orthodox,38,3.11,0.46,2.76,0.53,0.68,0.3,0.38,0.5
Hamdy Abdelwahab,6,0,187.96,119.75,182.88,Southpaw,32,3.4,0.51,3.87,0.51,2.0,0.8,1.0,0.0
Damacio Page,19,10,167.64,61.23,167.64,Orthodox,42,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9
Curt Warburton,13,6,182.88,70.31,185.42,Orthodox,None,2.13,0.42,3.44,0.43,2.35,0.5,0.83,0.9
Chris Cariaso,17,8,160.02,56.7,162.56,Southpaw,43,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8
Nick Hein,14,5,167.64,70.31,167.64,Southpaw,40,2.65,0.35,3.61,0.59,0.86,0.33,0.83,0.0
Felicia Spencer,9,3,167.64,65.77,172.72,Orthodox,34,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
Francimar Barroso,19,7,185.42,92.99,190.5,Orthodox,45,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0
Oban Elliott,12,2,182.88,77.11,182.88,Orthodox,27,4.26,0.49,2.25,0.62,2.16,0.5,0.72,0.0
Zachary Scroggin,7,1,190.5,77.11,187.96,Orthodox,29,2.4,0.37,8.8,0.68,0.0,0.0,0.0,0.0
Wesley Correira,20,16,190.5,117.93,None,Orthodox,46,2.6,0.36,8.8,0.4,0.0,0.0,0.9,0.0
Casey Kenney,16,4,170.18,61.23,172.72,Southpaw,34,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4
Chris Weidman,16,8,187.96,83.91,198.12,Orthodox,40,3.11,0.45,3.37,0.51,3.27,0.42,0.72,0.8
Fares Ziam,17,4,185.42,70.31,190.5,Orthodox,28,2.85,0.51,1.62,0.64,1.62,0.4,0.7,0.2
Andre Fialho,16,8,182.88,77.11,187.96,Orthodox,30,3.3,0.41,6.26,0.45,0.25,1.0,0.66,0.0
James Moontasri,9,5,177.8,77.11,180.34,Switch,36,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2
Eric Wisely,26,9,172.72,65.77,None,Southpaw,40,1.42,0.47,2.08,0.56,0.0,0.0,0.27,0.9
Ricky Rainey,12,6,185.42,77.11,195.58,Switch,41,2.55,0.48,2.62,0.46,0.95,0.18,0.55,0.0
Marc-Andre Barriault,16,9,185.42,83.91,187.96,Orthodox,35,5.98,0.47,5.58,0.52,0.21,0.25,0.67,0.1
Jumabieke Tuerxun,19,4,170.18,61.23,None,Orthodox,38,1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9
Ivan Erslan,14,4,187.96,92.99,182.88,Orthodox,33,2.6,0.56,3.0,0.62,1.0,0.5,0.75,0.0
Josh Grispi,14,5,180.34,65.77,187.96,Orthodox,36,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2
TJ Brown,17,11,175.26,65.77,182.88,Switch,34,3.37,0.44,2.89,0.49,3.41,0.57,0.36,1.3
Vernon White,26,33,182.88,92.99,None,Southpaw,53,2.11,0.38,2.2,0.54,0.88,0.28,0.44,0.0
Reza Madadi,14,6,180.34,70.31,185.42,Orthodox,46,2.51,0.46,3.31,0.66,3.17,0.33,0.89,0.5
Levan Makashvili,15,2,172.72,65.77,172.72,Orthodox,36,2.87,0.54,2.07,0.61,3.67,0.42,0.85,0.0
Jocelyn Jones-Lybarger,6,4,170.18,52.16,162.56,Orthodox,39,2.96,0.31,4.83,0.56,0.34,0.25,0.81,0.0
